review,rating,date
BAHANNYA BAGUS BGT,bintang 5,3 bulan lalu
Bahannya bagus and jahitan nya rapi,bintang 5,3 bulan lalu
untuk TB 175cm BB 72kg pas bgt ngefit di badan,bintang 5,
kualitas baju bagus dan enak dipakai,bintang 5,3 bulan lalu
Keren muantabs 👍👍 thankyu seller tiktok. Semoga semakin maju,bintang 5,
Gabisa ditukar padahal kekecilan,bintang 4,5 bulan lalu
"mantep banget, pasti and fix repeat order",bintang 5,7 bulan lalu
"Ngga sehitam di gambar, warna cenderung pudar kek baju bekas 😌",bintang 2,2 bulan lalu
Kualitas produk: Baguss bahannya sukaa,bintang 5,
"Modelnya keren
Warnanya bagus",bintang 5,7 bulan lalu
Bahannya bagus dan jahitannya rapih,bintang 5,9 bulan lalu
Mantap min baju nya baguss bngt semoga amanah truss ya minn,bintang 5,2 bulan lalu
keren baju nya ☺️👍,bintang 5,2 bulan lalu
Sesuai pesanan. Bahannya bagus.,bintang 5,4 bulan lalu
"Kren
Kualitas produk: Adem nyaman dpkai",bintang 5,8 bulan lalu
tambahin stock buat ukuran m untuk semua warna,bintang 4,11 bulan lalu
Baik tapi ada bercak hitam dikit,bintang 5,3 minggu lalu
"Recommended parah, sesuai ekspektasi",bintang 5,
Bahan panassssssss untuk harga di hampir 100rb,bintang 2,11 bulan lalu
"Sangat bagus, next beli ukuran M aja soalnya yang L agak gede",bintang 5,9 bulan lalu
"elegan, dan bagus sesai ekspektasi sii joss",bintang 5,2 bulan lalu
"Bahannya bagus, tinggal dipakai aja sih",bintang 5,
Keduakalinya beli disini bagus pol....,bintang 5,
"3x beli baju ini, emang sekeren itu ges 🔥",bintang 5,9 bulan lalu
"3x beli baju ini, emang sekeren itu ges 🔥",bintang 5,9 bulan lalu
Barang nya cepat sampai dan bagus,bintang 4,
"thank u kakk, baju nya bagus banget 🤍✨",bintang 5,11 bulan lalu
pengiriman cepat,bintang 5,7 bulan lalu
pengiriman cepat,bintang 5,7 bulan lalu
Cakep cakep cakep bangetttttzzz,bintang 5,6 bulan lalu
repeat order! langsung beli 2! bintang 5 pokoknya,bintang 5,
Keren banget bahan nya mantull,bintang 5,2 bulan lalu
bagus banget. suka banget bajunya,bintang 5,11 bulan lalu
"Sangat Bagus,",bintang 5,
"bahan bagus, nyaman dipakai",bintang 5,9 bulan lalu
Bajunya suka banged suamiiii 🥰,bintang 5,4 bulan lalu
Bahannya tebel dan dingin,bintang 5,4 bulan lalu
Bagus si tapi kain nya panas,bintang 4,10 bulan lalu
Bahan tebal agak sumuk,bintang 5,11 bulan lalu
Josss bagus sesuai mantep pokonya mahh,bintang 5,
"modelnya keren, ga sempit juga",bintang 5,2 bulan lalu
"Kirim cepet, sesuai, semoga awet",bintang 5,
"bahan enak, pengiriman cepat",bintang 5,5 bulan lalu
Bagus sesuai deskripsi. Makasih,bintang 5,
kualitas produk sangat bagus,bintang 5,9 bulan lalu
"Keren, bagus banget di anak ku..👍",bintang 5,10 bulan lalu
Bahan kain baguss,bintang 5,8 bulan lalu
Bagus bahannya,bintang 5,5 bulan lalu
"Ni
Product quality: Nice",bintang 5,2 bulan lalu
Bagus bahannya,bintang 5,
Fit bgt 173/70 pake uk s,bintang 5,
Warna ga sesuai pilih brown yang datang coklat susu,bintang 4,6 hari lalu
Kualitas produk: sangat bagus,bintang 5,10 bulan lalu
size dan bahan baguss!!,bintang 5,
bahan kakinya lembut,bintang 5,2 bulan lalu
Mantap sesuai🥰,bintang 5,
Bahannya bagus dan adem,bintang 5,3 bulan lalu
"cakep, size nya jg pas",bintang 5,7 bulan lalu
Untuk 170/65 cocok pake L,bintang 5,7 bulan lalu
Kesempitan bagian lengannya,bintang 5,5 bulan lalu
bahan bagus,bintang 5,8 bulan lalu
Kualitas produk: bagus bgt,bintang 5,9 bulan lalu
bagus cmn kekecilan,bintang 5,3 bulan lalu
Kualitas produk: Baik,bintang 5,4 bulan lalu
Kualitas produk: Baik,bintang 5,11 bulan lalu
bahan nya bagus,bintang 5,
"Cakep loh, halus bgt adem",bintang 5,3 bulan lalu
"Kebesaran sedikit,tpi gapap",bintang 4,8 bulan lalu
Baguss bangett kakak aku sukaaaa uhuyyy🥰,bintang 4,5 bulan lalu
Sesuai pict 🔥🔥,bintang 5,10 bulan lalu
"Real pict,overall good👍",bintang 5,8 bulan lalu
Bagus,bintang 4,
,bintang 4,5 bulan lalu
,bintang 5,5 bulan lalu
warnanya sesuai foto,bintang 5,2 bulan lalu
keren gila,bintang 5,12 bulan lalu
"Bagus, jahitan rapi",bintang 5,
Bagus bgt semoga ada varian putih,bintang 5,
"BAGUSS BGT, GA NYSEL BELI INI",bintang 5,11 bulan lalu
mantap jos bahannya bagus,bintang 5,9 bulan lalu
"Bingung mau kasih caption apa?
#Sempurna",bintang 5,3 bulan lalu
Good,bintang 5,2 bulan lalu
Mantap pas sesuai pesanan,bintang 5,11 bulan lalu
Biarkan bintang saya yg berbicara,bintang 5,8 bulan lalu
Bgs bgt😘😘🥰,bintang 5,8 bulan lalu
Gogil cok  bahanya gacorr,bintang 5,1 bulan lalu
sesuai deskripsnya,bintang 5,2 bulan lalu
bagus banget best buy 2024,bintang 5,5 bulan lalu
Baju Bagus sesuai gambar,bintang 5,4 bulan lalu
Real kek namanya cozy bray,bintang 5,
CAKEEEPPP BENERRR BAJUUU NYAAAAA,bintang 5,10 bulan lalu
Good product,bintang 5,1 minggu lalu
Good product,bintang 5,
"Bagus banget poll,m",bintang 5,
keren bajunya,bintang 5,9 bulan lalu
Sesuai ekspektasi,bintang 5,3 bulan lalu
Keren,bintang 5,
,bintang 5,2 bulan lalu
,bintang 5,1 bulan lalu
,bintang 4,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,4 bulan lalu
,bintang 4,4 bulan lalu
,bintang 5,9 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,8 bulan lalu
,bintang 5,
,bintang 5,
"worth it to buy,aseli guys",bintang 5,2 bulan lalu
Kain bagus,bintang 5,2 bulan lalu
Barangnya bagus,bintang 5,9 bulan lalu
Bajunya bagus bangetttttt,bintang 5,5 bulan lalu
Bagus banget,bintang 5,4 minggu lalu
Bagus banget,bintang 5,3 bulan lalu
bagus banget,bintang 5,8 bulan lalu
Bagus banget,bintang 5,8 bulan lalu
bagus banget,bintang 5,8 bulan lalu
bagus bgt di badan suamiku,bintang 5,8 bulan lalu
Baguss banget,bintang 5,8 bulan lalu
baguss banget,bintang 5,10 bulan lalu
desainnya keren.. suka dgn polo ini..,bintang 5,9 bulan lalu
Bagus sesuai harga,bintang 4,
😁👍,bintang 5,7 bulan lalu
Ini bagus bgt sih gils,bintang 5,
Sesuai expectasi,bintang 5,4 bulan lalu
"model nya keren, classy",bintang 5,5 bulan lalu
Sesuai dengan gambar,bintang 5,
bagus Suka Bngt..,bintang 5,11 bulan lalu
sangat bagus,bintang 5,7 bulan lalu
Cakep,bintang 5,7 bulan lalu
Baguss poll❤️,bintang 5,11 bulan lalu
Sangat bagus,bintang 5,
Mantap banget 🥰,bintang 5,8 bulan lalu
ganteng abis,bintang 5,5 hari lalu
Sangat memuaskan,bintang 5,5 bulan lalu
Cakeppp,bintang 5,9 bulan lalu
Sesuai,bintang 5,4 bulan lalu
Mantap bagus,bintang 5,1 bulan lalu
Bagus bajunya,bintang 5,2 bulan lalu
Bagus baju nya,bintang 5,9 bulan lalu
Bagus bajunya,bintang 5,5 bulan lalu
Cozyclub selalu baguss,bintang 5,9 bulan lalu
Mantabs sesuai pesanan,bintang 4,7 bulan lalu
MANTAP WEH GOKILLLL 😭🤟🏻,bintang 5,5 bulan lalu
Top. Sesuai yg di,bintang 5,3 bulan lalu
Bagusss banget 🔥,bintang 5,4 bulan lalu
Pas,bintang 5,10 bulan lalu
baguss,bintang 5,1 bulan lalu
baguss,bintang 5,1 bulan lalu
Bagus bgt,bintang 5,7 bulan lalu
Baguss,bintang 5,
Best,bintang 5,5 bulan lalu
Best,bintang 5,
Best,bintang 5,
Bagus,bintang 5,4 bulan lalu
bagus,bintang 5,5 bulan lalu
bagus,bintang 5,6 bulan lalu
Bagus,bintang 5,7 bulan lalu
Bagus,bintang 5,7 bulan lalu
Bagus,bintang 5,8 bulan lalu
Bagus,bintang 5,9 bulan lalu
bagus,bintang 5,9 bulan lalu
Bagus,bintang 5,10 bulan lalu
Bagus,bintang 5,
Bagus,bintang 5,
Bagus,bintang 5,
Bagus,bintang 5,
Bagus,bintang 5,
bagus,bintang 5,
bagus,bintang 5,
Bagus kaos nya,bintang 5,8 bulan lalu
pas dan keren,bintang 5,7 bulan lalu
kece bat sih,bintang 5,9 bulan lalu
oke,bintang 5,9 bulan lalu
oke,bintang 5,9 bulan lalu
WORTH IT BGT.,bintang 5,
Bagus sekaliiii,bintang 5,9 bulan lalu
Kren,bintang 5,8 bulan lalu
Kren,bintang 5,8 bulan lalu
Bagus bget,bintang 5,7 bulan lalu
Bagus bget,bintang 5,7 bulan lalu
Bagus..,bintang 5,
BAGUS BGT PLSS,bintang 5,5 bulan lalu
Barang sdh sampai dgn baik,bintang 4,3 bulan lalu
Bhn bagus🤩🤩🤩,bintang 5,
Gokil,bintang 5,12 bulan lalu
Bagus woi,bintang 5,6 bulan lalu
bagus bgttt,bintang 5,2 bulan lalu
"Mantap lahhh,",bintang 5,
"Super
Very good",bintang 5,8 bulan lalu
Bagus bangettt!!!🖤🖤,bintang 5,9 bulan lalu
Mantap,bintang 5,1 bulan lalu
mantap,bintang 5,5 bulan lalu
Mantap,bintang 5,5 bulan lalu
Mantap,bintang 5,
mantap,bintang 5,
worth it!,bintang 5,
good,bintang 5,5 bulan lalu
Good,bintang 5,
Good,bintang 5,
Good,bintang 5,
kerenn cuy,bintang 5,1 bulan lalu
bagus polllll,bintang 5,1 bulan lalu
bagusss,bintang 5,6 bulan lalu
Bagusss,bintang 5,
Bagusa bgtt,bintang 5,
bguss,bintang 5,1 bulan lalu
Nice,bintang 5,8 bulan lalu
Nice,bintang 5,
Kereeeennn,bintang 5,
order terus,bintang 5,8 bulan lalu
Nice !,bintang 5,
mantap,bintang 3,8 bulan lalu
No kaleng kaleng,bintang 5,
Alhamdulillah,bintang 5,2 bulan lalu
Oke lah,bintang 3,11 bulan lalu
Pesanan lambat datangnya,bintang 1,1 bulan lalu
gokil keren!,bintang 5,2 bulan lalu
Mantapp dahh pokoknya,bintang 5,10 bulan lalu
keren,bintang 5,5 bulan lalu
Keren,bintang 5,9 bulan lalu
Keren,bintang 5,
keren,bintang 5,
Keren,bintang 5,
,bintang 4,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 5,5 bulan lalu
,bintang 4,5 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,6 bulan lalu
,bintang 4,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 4,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,2 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,6 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 4,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 4,3 bulan lalu
,bintang 4,3 bulan lalu
,bintang 4,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,7 bulan lalu
,bintang 5,3 bulan lalu
,bintang 5,4 bulan lalu
,bintang 5,4 bulan lalu
